
0	5.33333	7.45	2.91667	2.5	
0	4.97593	7.18125	2.27986	0	
0	4.71312	6.99986	1.77331	0	
0	4.46942	6.83769	1.28527	0	
0	4.24378	6.69383	0.814142	0	
0	4.03523	6.56738	0.358408	0	
0	3.84284	6.45754	0	0	
0	3.66347	6.36147	0	0	
0	3.48676	6.26988	0	0	
0	3.3126	6.18271	0	0	
0	3.14085	6.0999	0	0	
0	2.97141	6.02138	0	0	
0	2.80415	5.94709	0	0	
0	2.63895	5.87699	0	0	
0	2.47571	5.81101	0	0	
0	2.31429	5.74912	0	0	
0	2.15459	5.69126	0	0	
0	1.9965	5.6374	0	0	
0	1.83991	5.58749	0	0	
0	1.6847	5.54149	0	0	
0	1.53077	5.49937	0	0	
0	1.37801	5.4611	0	0	
0	1.22631	5.42665	0	0	
0	1.07557	5.39599	0	0	
0	0.925681	5.3691	0	0	
0	0.776539	5.34596	0	0	
0	0.62804	5.32655	0	0	
0	0.48008	5.31085	0	0	
0	0.332557	5.29885	0	0	
0	0.185367	5.29053	0	0	
0	0.0384073	5.2859	0	0	
0	0	5.28494	0	0	
